asset_id,unit_id,period,in_scope,asset_criticality,qds_max,oldest_critical_age_days,kev_count
A00114,SALES,P1,1,2,32,35,0
A00115,SALES,P1,1,2,80,17,0
A00116,SALES,P1,1,2,100,36,0
A00117,SALES,P1,1,3,63,7,0
A00118,SALES,P1,1,3,43,35,0
A00119,SALES,P1,1,4,74,29,0
A00120,SALES,P1,1,4,72,13,0
A00121,SALES,P1,1,3,57,22,0
A00122,SALES,P1,1,3,59,108,0
A00123,SALES,P1,1,4,62,20,0
A00124,SALES,P1,1,3,61,3,0
A00125,SALES,P1,1,4,73,35,0
A00126,SALES,P1,1,3,39,20,0
A00127,SALES,P1,0,0,0,0,0
A00128,SALES,P1,1,2,75,58,0
A00129,SALES,P1,1,3,40,61,0
A00130,SALES,P1,1,3,34,36,0
A00131,SALES,P1,1,3,54,43,0
A00132,SALES,P1,1,4,24,25,0
A00133,SALES,P1,1,3,32,163,0
A00134,SALES,P1,1,3,62,17,0
A00135,SALES,P1,1,4,57,75,0
A00136,SALES,P1,1,3,35,6,0
A00137,SALES,P1,1,4,50,149,0
A00138,SALES,P1,1,3,36,13,0
A00139,SALES,P1,1,3,45,86,0
A00140,SALES,P1,0,0,0,0,0
A00141,SALES,P1,1,3,31,4,0
A00142,SALES,P1,1,3,31,4,0
A00143,SALES,P1,0,0,0,0,0
A00144,SALES,P1,1,3,59,8,0
A00145,SALES,P1,1,2,31,19,0
A00146,SALES,P1,1,3,42,113,0
A00147,SALES,P1,1,3,34,2,0
A00148,SALES,P1,1,3,74,11,0
A00149,SALES,P1,1,4,41,12,0
A00150,SALES,P1,1,4,49,57,0
A00151,SALES,P1,1,5,32,17,0
A00152,SALES,P1,1,4,47,27,0
A00153,SALES,P1,1,2,42,23,0
A00154,SALES,P1,1,3,36,32,0
A00155,SALES,P1,1,3,73,3,0
A00156,SALES,P1,0,0,0,0,0
A00157,SALES,P1,1,4,54,46,0
A00158,SALES,P1,1,3,63,0,0
A00159,SALES,P1,0,0,0,0,0
A00160,SALES,P1,1,2,64,35,0
A00161,SALES,P1,1,2,65,21,0
A00162,SALES,P1,1,3,46,69,0
A00163,SALES,P1,0,0,0,0,0
A00164,SALES,P1,0,0,0,0,0
A00165,SALES,P1,1,4,57,61,0
A00166,SALES,P1,0,0,0,0,0
A00167,SALES,P1,1,3,53,68,0
A00168,SALES,P1,1,2,48,34,0
A00169,SALES,P1,1,3,24,29,0
A00170,SALES,P1,1,3,46,19,0
A00171,SALES,P1,1,2,65,77,0
A00172,SALES,P1,1,2,34,31,0
A00173,SALES,P1,1,3,51,34,0
A00174,SALES,P1,1,2,66,46,0
A00175,SALES,P1,1,3,56,46,0
A00176,SALES,P1,1,4,55,39,0
A00177,SALES,P1,1,3,66,26,0
A00178,SALES,P1,0,0,0,0,0
A00179,SALES,P1,1,5,43,60,0
A00180,SALES,P1,1,3,34,18,0
A00181,SALES,P1,1,5,60,29,0
A00182,SALES,P1,1,4,45,36,0
A00183,SALES,P1,1,1,25,84,0
A00184,SALES,P1,0,0,0,0,0
A00185,SALES,P1,1,3,61,9,0
A00186,SALES,P1,1,2,60,16,0
A00187,SALES,P1,1,3,33,193,0
A00188,SALES,P1,1,3,24,62,0
A00189,SALES,P1,1,2,47,22,0
A00190,SALES,P1,1,2,35,97,0
A00191,SALES,P1,1,4,34,84,0
A00192,SALES,P1,1,3,17,179,0
A00193,SALES,P1,1,3,50,5,0
A00194,SALES,P1,0,0,0,0,0
A00195,SALES,P1,1,4,72,34,0
A00196,SALES,P1,1,4,53,13,0
A00197,SALES,P1,1,3,48,89,0
A00198,SALES,P1,1,3,32,33,0
A00199,SALES,P1,1,4,57,38,0
A00200,SALES,P1,0,0,0,0,0
A00201,SALES,P1,1,5,60,55,0
A00202,SALES,P1,1,3,29,5,0
A00203,SALES,P1,1,3,29,2,0
A00204,SALES,P1,1,2,65,3,0
A00205,SALES,P1,1,3,48,42,0
A00206,SALES,P1,1,2,67,7,0
A00207,SALES,P1,1,4,29,199,0
A00208,SALES,P1,1,4,76,49,0
A00209,SALES,P1,1,3,22,19,0
A00210,SALES,P1,1,3,53,13,0
A00211,SALES,P1,1,3,46,53,0
A00212,SALES,P1,1,2,23,58,0
A00213,SALES,P1,1,2,64,14,0
A00214,SALES,P1,1,3,64,51,0
A00215,SALES,P1,1,2,45,18,0
A00216,SALES,P1,1,4,32,3,0
A00217,SALES,P1,0,0,0,0,0
A00218,SALES,P1,1,3,71,12,0
A00219,SALES,P1,0,0,0,0,0
A00220,SALES,P1,1,4,76,66,0
A00221,SALES,P1,1,3,57,39,0
A00222,SALES,P1,1,3,23,34,0
A00223,SALES,P1,1,2,100,67,1
A00224,SALES,P1,1,4,43,58,0
A00225,SALES,P1,1,4,37,62,0
A00226,SALES,P1,1,4,30,88,0
A00227,SALES,P1,1,2,35,22,0
A00228,SALES,P1,1,3,25,38,0
A00229,SALES,P1,1,3,58,83,0
A00230,SALES,P1,1,3,54,6,0
A00231,SALES,P1,1,3,21,4,0
A00232,SALES,P1,1,2,66,149,0
A00233,SALES,P1,1,3,34,2,0
A00234,SALES,P1,1,3,41,49,0
A00235,SALES,P1,1,5,82,22,2
A00236,SALES,P1,1,4,44,5,0
A00237,SALES,P1,1,5,50,75,0
A00238,SALES,P1,1,4,34,17,0
A00239,SALES,P1,1,2,45,45,0
A00240,SALES,P1,1,3,39,20,0
A00241,SALES,P1,1,4,52,14,0
A00242,SALES,P1,1,3,49,1,0
A00243,SALES,P1,1,4,79,82,0
A00244,SALES,P1,1,1,37,1,0
A00245,SALES,P1,1,3,32,0,0
A00246,SALES,P1,1,3,95,26,1
A00247,SALES,P1,1,3,76,15,0
A00248,SALES,P1,1,3,49,63,0
A00249,SALES,P1,0,0,0,0,0
A00250,SALES,P1,1,4,69,63,0
A00251,SALES,P1,1,5,56,27,0
A00252,SALES,P1,1,3,44,21,0
A00253,SALES,P1,1,3,65,26,0
A00254,SALES,P1,1,4,61,5,0
A00255,SALES,P1,1,2,54,40,0
A00256,SALES,P1,0,0,0,0,0
A00257,SALES,P1,1,3,53,17,0
A00258,SALES,P1,1,2,56,79,0
A00259,SALES,P1,1,2,100,35,0
A00260,SALES,P1,1,2,41,26,0
A00261,SALES,P1,1,2,81,2,0
A00262,SALES,P1,1,2,77,19,0
A00263,SALES,P1,1,4,48,23,0
A00264,SALES,P1,1,4,45,2,0
A00265,SALES,P1,1,2,55,52,0
A00266,SALES,P1,1,3,45,47,0
A00267,SALES,P1,1,3,49,49,0
A00268,SALES,P1,1,2,52,23,0
A00269,SALES,P1,1,4,49,9,0
A00270,SALES,P1,1,2,38,4,0
A00271,SALES,P1,1,2,64,19,0
A00272,SALES,P1,1,3,29,24,0
A00273,SALES,P1,1,4,9,5,0
A00274,SALES,P1,1,2,68,44,0
A00275,SALES,P1,1,3,58,6,0
A00276,SALES,P1,1,4,47,63,0
A00277,SALES,P1,1,4,62,58,0
A00278,SALES,P1,0,0,0,0,0
A00279,SALES,P1,1,3,48,35,0
A00280,SALES,P1,1,4,48,6,0
A00281,SALES,P1,1,4,51,41,0
A00282,SALES,P1,1,1,26,44,0
A00283,SALES,P1,1,4,66,60,0
A00284,SALES,P1,0,0,0,0,0
A00285,SALES,P1,1,1,72,108,0
A00286,SALES,P1,1,2,34,42,0
A00287,SALES,P1,1,1,61,19,0
A00288,SALES,P1,0,0,0,0,0
A00289,SALES,P1,1,4,43,12,0
A00290,SALES,P1,1,5,58,8,0
A00291,SALES,P1,1,4,47,1,0
A00292,SALES,P1,1,2,69,178,0
A00293,SALES,P1,0,0,0,0,0
A00294,SALES,P1,0,0,0,0,0
A00295,SALES,P1,1,4,62,29,0
A00296,SALES,P1,0,0,0,0,0
A00297,SALES,P1,1,4,57,28,0
A00298,SALES,P1,1,5,48,72,0
A00299,SALES,P1,1,4,51,59,0
A00300,SALES,P1,1,3,53,15,0
A00301,SALES,P1,1,2,42,45,0
A00302,SALES,P1,1,2,78,113,0
A00303,SALES,P1,1,3,74,0,0
A00304,SALES,P1,1,2,57,17,0
A00305,SALES,P1,1,3,76,73,0
A00306,SALES,P1,1,2,36,78,0
A00307,SALES,P1,1,4,58,5,0
A00308,SALES,P1,1,2,49,29,0
A00309,SALES,P1,1,3,48,95,0
A00310,SALES,P1,1,4,59,8,0
A00311,SALES,P1,1,4,68,28,0
A00312,SALES,P1,1,3,43,70,0
A00313,SALES,P1,1,5,52,59,0
A00314,SALES,P1,1,2,44,9,0
A00315,SALES,P1,0,0,0,0,0
A00316,SALES,P1,1,1,46,110,0
A00317,SALES,P1,0,0,0,0,0
A00318,SALES,P1,1,3,49,13,0
A00319,SALES,P1,1,2,48,65,0
A00320,SALES,P1,1,3,61,40,0
A00321,SALES,P1,1,3,59,10,0
A00322,SALES,P1,1,4,35,41,0
A00323,SALES,P1,1,3,60,10,0
A00324,SALES,P1,1,3,24,3,0
A00325,SALES,P1,1,3,52,58,0
A00326,SALES,P1,1,2,51,12,0
A00327,SALES,P1,1,2,60,9,0
A00328,SALES,P1,1,4,58,8,0
A00329,SALES,P1,0,0,0,0,0
A00330,SALES,P1,1,4,21,9,0
A00331,SALES,P1,0,0,0,0,0
A00332,SALES,P1,1,3,60,58,0
A00333,SALES,P1,1,3,34,30,0
A00334,SALES,P1,1,3,83,12,0
A00335,SALES,P1,1,2,40,48,0
A00336,SALES,P1,1,2,50,4,0
A00337,SALES,P1,1,4,62,30,0
A00338,SALES,P1,1,4,68,1,0
A00339,SALES,P1,1,3,65,3,0
A00340,SALES,P1,1,4,32,35,0
A00341,SALES,P1,1,3,53,1,0
A00342,SALES,P1,1,4,66,9,0
A00343,SALES,P1,1,4,36,1,0
A00344,SALES,P1,1,3,62,20,0
A00345,SALES,P1,1,4,85,94,0
A00346,SALES,P1,1,3,36,63,0
A00347,SALES,P1,1,3,59,137,0
A00348,SALES,P1,1,2,43,3,0
A00349,SALES,P1,1,4,44,18,0
A00350,SALES,P1,1,3,48,3,0
A00351,SALES,P1,1,3,66,7,0
A00352,SALES,P1,1,2,61,70,0
A00353,SALES,P1,1,2,52,32,0
A00354,SALES,P1,0,0,0,0,0
A00355,SALES,P1,1,4,51,39,0
A00356,SALES,P1,1,2,55,44,0
A00357,SALES,P1,1,1,46,18,0
A00358,SALES,P1,1,3,29,101,0
A00359,SALES,P1,1,4,39,11,0
A00360,SALES,P1,1,4,38,73,0
A00361,SALES,P1,1,3,64,25,0
A00362,SALES,P1,0,0,0,0,0
A00363,SALES,P1,1,2,54,132,0
A00364,SALES,P1,1,3,64,107,0
A00365,SALES,P1,1,4,60,5,0
A00366,SALES,P1,1,3,75,7,0
A00367,SALES,P1,1,3,55,75,0
A00368,SALES,P1,1,3,29,2,0
A00369,SALES,P1,1,4,36,78,0
A00370,SALES,P1,1,4,32,33,0
A00371,SALES,P1,1,2,33,2,0
A00372,SALES,P1,0,0,0,0,0
A00373,SALES,P1,1,4,55,26,0
A00374,SALES,P1,0,0,0,0,0
A00375,SALES,P1,1,4,60,39,0
A00376,SALES,P1,1,5,62,95,0
A00377,SALES,P1,1,4,43,40,0
A00378,SALES,P1,1,4,22,7,0
A00379,SALES,P1,1,1,73,90,0
A00380,SALES,P1,1,3,37,62,0
A00381,SALES,P1,1,3,38,6,0
A00382,SALES,P1,1,4,43,1,0
A00383,SALES,P1,1,3,56,32,0
A00384,SALES,P1,0,0,0,0,0
A00385,SALES,P1,1,4,33,23,0
A00386,SALES,P1,1,4,51,10,0
A00387,SALES,P1,1,3,77,10,0
A00388,SALES,P1,1,2,35,7,0
A00389,SALES,P1,1,3,40,0,0
A00390,SALES,P1,0,0,0,0,0
A00391,SALES,P1,1,4,47,67,0
A00392,SALES,P1,1,3,55,28,0
A00393,SALES,P1,1,3,34,10,0
A00394,SALES,P1,1,3,84,89,1
A00395,SALES,P1,1,3,25,116,0
A00396,SALES,P1,0,0,0,0,0
A00397,SALES,P1,1,4,37,39,0
A00398,SALES,P1,1,3,78,99,0
A00399,SALES,P1,1,2,53,84,0
A00400,SALES,P1,1,4,20,42,0
A00401,SALES,P1,1,3,45,86,0
A00402,SALES,P1,1,2,65,189,0
A00403,SALES,P1,1,3,29,1,0
A00404,SALES,P1,1,3,79,103,0
A00405,SALES,P1,1,3,45,70,0
A00406,SALES,P1,1,3,47,12,0
A00407,SALES,P1,1,4,84,52,0
A00408,SALES,P1,1,4,56,117,0
A00409,SALES,P1,1,3,40,9,0
A00410,SALES,P1,0,0,0,0,0
A00411,SALES,P1,1,2,88,23,1
A00412,SALES,P1,1,3,24,161,0
A00413,SALES,P1,1,3,48,46,0
A00414,SALES,P1,1,3,45,16,0
A00415,SALES,P1,1,4,47,9,0
A00416,SALES,P1,1,2,60,25,0
A00417,SALES,P1,1,3,64,17,0
A00418,SALES,P1,1,4,80,57,0
A00419,SALES,P1,0,0,0,0,0
A00420,SALES,P1,1,3,32,81,0
A00421,SALES,P1,1,2,56,5,0
A00422,SALES,P1,0,0,0,0,0
A00423,SALES,P1,1,2,50,34,0
A00424,SALES,P1,1,2,71,3,0
A00425,SALES,P1,1,3,56,22,0
A00426,SALES,P1,1,3,61,16,0
A00427,SALES,P1,1,4,40,36,0
A00428,SALES,P1,1,4,63,6,0
A00429,SALES,P1,1,3,67,119,0
A00430,SALES,P1,1,3,56,8,0
A00431,SALES,P1,1,2,77,51,0
A00432,SALES,P1,1,3,62,28,0
A00433,SALES,P1,1,3,50,92,0
A00434,SALES,P1,1,3,36,12,0
A00435,SALES,P1,1,2,51,25,0
A00436,SALES,P1,1,4,66,84,0
A00437,SALES,P1,1,3,15,61,0
A00438,SALES,P1,1,3,53,124,0
A00439,SALES,P1,1,4,52,3,0
A00440,SALES,P1,1,4,24,29,0
A00441,SALES,P1,1,3,18,41,0
A00442,SALES,P1,1,3,45,62,0
A00443,SALES,P1,1,3,28,16,0
A00444,SALES,P1,1,4,30,17,0
A00445,SALES,P1,1,3,72,7,0
A00446,SALES,P1,1,4,33,55,0
A00447,SALES,P1,1,3,35,22,0
A00448,SALES,P1,1,2,38,1,0
A00449,FIN,P1,1,4,64,11,0
A00450,FIN,P1,1,5,43,0,0
A00451,FIN,P1,1,3,65,68,0
A00452,FIN,P1,1,4,32,9,0
A00453,FIN,P1,1,5,65,22,0
A00454,FIN,P1,1,5,63,11,0
A00455,FIN,P1,1,4,69,29,0
A00456,FIN,P1,0,0,0,0,0
A00457,FIN,P1,1,5,23,95,0
A00458,FIN,P1,1,5,60,57,0
A00459,FIN,P1,1,5,34,4,0
A00460,FIN,P1,1,5,33,6,0
A00461,FIN,P1,1,5,41,22,0
A00462,FIN,P1,1,5,74,11,0
A00463,FIN,P1,1,5,34,6,0
A00464,FIN,P1,1,5,46,10,0
A00465,FIN,P1,1,5,64,21,0
A00466,FIN,P1,1,5,46,4,0
A00467,FIN,P1,1,5,30,28,0
A00468,FIN,P1,1,5,38,3,0
A00469,FIN,P1,0,0,0,0,0
A00470,FIN,P1,1,4,46,44,0
A00471,FIN,P1,1,5,59,35,0
A00472,FIN,P1,1,4,57,23,0
A00473,FIN,P1,1,4,31,54,0
A00474,FIN,P1,1,4,39,7,0
A00475,FIN,P1,1,5,57,17,0
A00476,FIN,P1,1,5,31,30,0
A00477,FIN,P1,1,5,66,6,0
A00478,FIN,P1,1,5,50,77,0
A00479,FIN,P1,1,5,49,2,0
A00480,FIN,P1,1,5,70,48,0
A00481,FIN,P1,1,5,37,10,0
A00482,FIN,P1,1,5,7,15,0
A00483,FIN,P1,1,5,34,31,0
A00484,FIN,P1,1,5,69,23,0
A00485,FIN,P1,1,4,39,0,0
A00486,FIN,P1,1,5,54,14,0
A00487,FIN,P1,1,5,43,140,0
A00488,FIN,P1,1,3,48,24,0
A00489,FIN,P1,1,5,60,24,0
A00490,FIN,P1,1,5,51,16,0
A00491,FIN,P1,1,5,53,22,0
A00492,FIN,P1,1,5,35,2,0
A00493,FIN,P1,1,5,27,40,0
A00494,FIN,P1,1,5,45,205,0
A00495,FIN,P1,1,5,61,55,0
A00496,FIN,P1,1,4,40,8,0
A00497,FIN,P1,1,4,44,43,0
A00498,FIN,P1,1,5,27,40,0
A00499,FIN,P1,1,5,53,145,0
A00500,FIN,P1,1,3,53,24,0
A00501,FIN,P1,1,5,43,25,0
A00502,FIN,P1,1,5,62,8,0
A00503,FIN,P1,1,4,42,11,0
A00504,FIN,P1,1,4,70,8,0
A00505,FIN,P1,1,3,10,1,0
A00506,FIN,P1,1,4,58,40,0
A00507,FIN,P1,1,5,66,15,0
A00508,FIN,P1,1,5,54,55,0
A00509,FIN,P1,1,5,29,47,0
A00510,FIN,P1,1,4,36,25,0
A00511,FIN,P1,1,5,29,35,0
A00512,FIN,P1,1,4,48,31,0
A00513,FIN,P1,1,5,35,34,0
A00514,FIN,P1,1,5,76,7,0
A00515,FIN,P1,1,5,50,0,0
A00516,FIN,P1,1,4,41,38,0
A00517,FIN,P1,1,4,54,7,0
A00518,FIN,P1,1,5,46,17,0
A00519,FIN,P1,0,0,0,0,0
A00520,FIN,P1,0,0,0,0,0
A00521,FIN,P1,1,5,60,91,0
A00522,FIN,P1,1,5,61,2,0
A00523,FIN,P1,1,5,55,93,0
A00524,FIN,P1,1,4,21,49,0
A00525,FIN,P1,1,4,41,0,0
A00526,FIN,P1,1,4,46,109,0
A00527,FIN,P1,1,5,44,67,0
A00528,FIN,P1,0,0,0,0,0
A00529,FIN,P1,1,4,53,51,0
A00530,FIN,P1,1,5,68,10,0
A00531,FIN,P1,1,5,20,17,0
A00532,FIN,P1,1,5,43,4,0
A00533,FIN,P1,1,5,48,2,0
A00534,FIN,P1,1,5,58,76,0
A00535,FIN,P1,1,5,56,2,0
A00536,FIN,P1,1,5,28,39,0
A00537,FIN,P1,1,5,59,30,0
A00538,FIN,P1,1,5,51,4,0
A00539,FIN,P1,1,5,44,2,0
A00540,FIN,P1,1,5,42,9,0
A00541,FIN,P1,1,5,77,16,0
A00542,FIN,P1,1,5,36,16,0
A00543,FIN,P1,1,4,50,15,0
A00544,FIN,P1,1,5,56,18,0
A00545,FIN,P1,1,4,58,3,0
A00546,FIN,P1,1,5,35,19,0
A00547,FIN,P1,1,4,64,110,0
A00548,FIN,P1,1,4,49,15,0
A00549,FIN,P1,1,5,62,13,0
A00550,FIN,P1,1,5,47,26,0
A00551,FIN,P1,1,5,33,46,0
A00552,FIN,P1,1,5,56,4,0
A00553,FIN,P1,1,5,86,0,0
A00554,FIN,P1,1,5,47,73,0
A00555,FIN,P1,1,5,55,13,0
A00556,FIN,P1,1,5,61,72,0
A00557,FIN,P1,1,5,35,29,0
A00558,FIN,P1,1,5,36,83,0
A00559,FIN,P1,1,5,46,5,0
A00560,FIN,P1,1,2,29,6,0
A00561,FIN,P1,1,4,53,63,0
A00562,FIN,P1,1,5,39,12,0
A00563,FIN,P1,1,3,73,21,0
A00564,FIN,P1,1,5,31,12,0
A00565,FIN,P1,1,3,48,27,0
A00566,FIN,P1,1,5,67,4,0
A00567,FIN,P1,1,5,14,57,0
A00568,FIN,P1,1,4,36,106,0
A00569,FIN,P1,1,5,49,6,0
A00570,FIN,P1,1,5,55,2,0
A00571,FIN,P1,1,5,31,43,0
A00572,FIN,P1,1,5,71,26,0
A00573,FIN,P1,1,5,49,14,0
A00574,FIN,P1,1,4,62,18,0
A00575,FIN,P1,1,5,60,38,0
A00576,FIN,P1,1,5,12,9,0
A00577,FIN,P1,1,4,28,14,0
A00578,FIN,P1,1,5,28,46,0
A00579,FIN,P1,1,4,46,44,0
A00580,FIN,P1,1,5,49,0,0
A00581,FIN,P1,1,5,57,5,0
A00582,FIN,P1,1,5,41,6,0
A00583,FIN,P1,1,5,19,31,0
A00584,FIN,P1,1,5,16,7,0
A00585,FIN,P1,1,5,49,30,0
A00586,FIN,P1,1,5,39,56,0
A00587,FIN,P1,1,5,67,123,0
A00588,FIN,P1,0,0,0,0,0
A00589,FIN,P1,1,5,65,17,0
A00590,FIN,P1,1,5,47,19,0
A00591,FIN,P1,1,5,30,13,0
A00592,FIN,P1,1,5,38,51,0
A00593,FIN,P1,1,5,48,7,0
A00594,FIN,P1,0,0,0,0,0
A00595,FIN,P1,1,5,7,38,0
A00596,FIN,P1,1,5,88,35,1
A00597,FIN,P1,1,4,31,3,0
A00598,FIN,P1,1,5,57,9,0
A00599,FIN,P1,1,5,67,38,0
A00600,FIN,P1,1,4,28,8,0
A00601,FIN,P1,1,5,43,7,0
A00602,FIN,P1,1,5,55,0,0
A00603,FIN,P1,1,5,57,89,0
A00604,FIN,P1,1,3,43,24,0
A00605,FIN,P1,1,5,38,7,0
A00606,FIN,P1,1,5,20,8,0
A00607,FIN,P1,1,5,38,14,0
A00608,FIN,P1,1,5,63,14,0
A00609,FIN,P1,1,5,0,5,0
A00610,FIN,P1,0,0,0,0,0
A00611,FIN,P1,1,5,54,16,0
A00612,FIN,P1,1,5,54,50,0
A00613,FIN,P1,1,5,85,102,0
A00614,FIN,P1,1,5,45,16,0
A00615,FIN,P1,1,5,45,8,0
A00616,FIN,P1,1,5,43,11,0
A00617,FIN,P1,1,4,29,19,0
A00618,FIN,P1,1,5,47,38,0
A00619,FIN,P1,1,4,58,18,0
A00620,FIN,P1,1,4,82,54,1
A00621,FIN,P1,1,5,23,66,0
A00622,FIN,P1,1,5,31,3,0
A00623,FIN,P1,1,5,47,8,0
A00624,FIN,P1,1,5,46,42,0
A00625,FIN,P1,1,5,29,1,0
A00626,FIN,P1,1,5,52,17,0
A00627,FIN,P1,1,5,48,60,0
A00628,FIN,P1,1,4,59,5,0
A00629,FIN,P1,1,5,33,18,0
A00630,FIN,P1,1,5,37,10,0
A00631,FIN,P1,0,0,0,0,0
A00632,FIN,P1,1,5,64,2,0
A00633,FIN,P1,1,4,31,1,0
A00634,FIN,P1,1,5,45,61,0
A00635,FIN,P1,1,5,16,128,0
A00636,FIN,P1,1,5,36,19,0
A00637,FIN,P1,1,4,30,6,0
A00638,FIN,P1,1,5,35,41,0
A00639,FIN,P1,1,5,35,75,0
A00640,FIN,P1,1,4,47,26,0
A00641,FIN,P1,1,4,81,50,0
A00642,FIN,P1,1,4,46,27,0
A00643,FIN,P1,1,5,42,22,0
A00644,FIN,P1,1,5,27,57,0
A00645,FIN,P1,1,5,51,27,0
A00646,FIN,P1,0,0,0,0,0
A00647,FIN,P1,1,5,29,9,0
A00648,FIN,P1,1,5,66,30,0
A00649,FIN,P1,1,5,41,3,0
A00650,FIN,P1,1,5,45,19,0
A00651,FIN,P1,1,5,31,9,0
A00652,FIN,P1,1,5,61,23,0
A00653,FIN,P1,1,5,45,5,0
A00654,FIN,P1,1,5,58,29,0
A00655,FIN,P1,1,5,33,27,0
A00656,FIN,P1,1,5,53,67,0
A00657,FIN,P1,1,5,76,9,0
A00658,FIN,P1,1,5,47,58,0
A00659,FIN,P1,1,5,49,26,0
A00660,FIN,P1,1,5,61,7,0
A00661,FIN,P1,1,5,52,16,0
A00662,FIN,P1,1,4,39,18,0
